Method	Domain	Species	PD5	PD6	PF7	FAR_Island_C	NOR_Island_C	NOR_Island_W	PRI_Island_W	SAN_Island_W	Soil_Env	Soil_MC	Water_Env	Water_MC	Coral_Env
Environmental	Bacteria	Rhodobacteraceae bacterium KLH11				5	18	8	11	28	0	0	47	0	23
Environmental	Bacteria	Rhodobacterales bacterium HTCC2255				0	9	9	45	29	0	0	83	0	9
Environmental	Bacteria	Rhodobacterales bacterium Y4I				7	18	12	15	26	0	0	53	0	25
Environmental	Bacteria	Rhodocista centenaria				12	33	14	58	38	0	0	110	0	45
Environmental	Bacteria	Rhodococcus erythropolis				1	6	1	5	5	0	0	11	0	7
Environmental	Bacteria	Rhodococcus hoagii				0	13	0	3	1	0	0	4	0	13
Environmental	Bacteria	Rhodococcus jostii				7	21	2	9	6	0	0	17	0	28
Environmental	Bacteria	Rhodococcus sp. NCIMB 12038				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Rhodoferax ferrireducens				0	6	2	15	6	0	0	23	0	6
Environmental	Bacteria	Rhodomicrobium vannielii				4	8	5	20	24	0	0	49	0	12
Environmental	Bacteria	Rhodopirellula baltica				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Rhodopirellula sp. 8C				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Rhodopseudomonas palustris				25	89	42	163	115	0	0	320	0	114
Environmental	Bacteria	Rhodospirillum rubrum				6	26	16	42	42	0	0	100	0	32
Environmental	Bacteria	Rhodothermus marinus				14	91	4	14	31	0	0	49	0	105
Environmental	Bacteria	Rickettsia africae				0	0	3	0	0	0	0	3	0	0
Environmental	Bacteria	Rickettsia akari				0	0	1	7	2	0	0	10	0	0
Environmental	Bacteria	Rickettsia bellii				0	2	0	21	8	0	0	29	0	2
Environmental	Bacteria	Rickettsia canadensis				1	2	0	9	11	0	0	20	0	3
Environmental	Bacteria	Rickettsia endosymbiont of Brachys tessellatus				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Rickettsia endosymbiont of Ixodes scapularis				0	2	0	3	3	0	0	6	0	2
Environmental	Bacteria	Rickettsia felis				0	1	1	2	7	0	0	10	0	1
Environmental	Bacteria	Rickettsia massiliae				0	1	0	1	0	0	0	1	0	1
Environmental	Bacteria	Rickettsia peacockii				0	0	2	1	2	0	0	5	0	0
Environmental	Bacteria	Rickettsia prowazekii				0	3	1	17	7	0	0	25	0	3
Environmental	Bacteria	Rickettsia rickettsii				1	0	3	22	8	0	0	33	0	1
Environmental	Bacteria	Rickettsia typhi				0	0	2	6	2	0	0	10	0	0
Environmental	Bacteria	Rickettsiella grylli				0	1	0	7	5	0	0	12	0	1
Environmental	Bacteria	Riemerella anatipestifer				0	0	1	10	10	0	0	21	0	0
Environmental	Bacteria	Robbea sp. 2 SB-2008 associated bacterium				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Robiginitalea biformata				7	23	13	31	52	0	0	96	0	30
Environmental	Bacteria	Roseburia intestinalis				2	2	1	3	2	0	0	6	0	4
Environmental	Bacteria	Roseburia inulinivorans				0	1	0	4	0	0	0	4	0	1
Environmental	Bacteria	Roseibium sp. TrichSKD4				5	22	3	31	30	0	0	64	0	27
Environmental	Bacteria	Roseiflexus castenholzii				16	63	2	7	6	0	0	15	0	79
Environmental	Bacteria	Roseiflexus sp. RS-1				16	59	1	7	1	0	0	9	0	75
Environmental	Bacteria	Roseivivax halodurans				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Roseobacter denitrificans				2	27	14	58	52	0	0	124	0	29
Environmental	Bacteria	Roseobacter litoralis				1	13	1	25	25	0	0	51	0	14
Environmental	Bacteria	Roseobacter sp. AzwK-3b				5	16	5	26	31	0	0	62	0	21
Environmental	Bacteria	Roseobacter sp. CCS2				1	17	7	21	21	0	0	49	0	18
Environmental	Bacteria	Roseobacter sp. GAI101				0	24	5	32	45	0	0	82	0	24
Environmental	Bacteria	Roseobacter sp. MED193				3	21	10	24	30	0	0	64	0	24
Environmental	Bacteria	Roseobacter sp. SK209-2-6				3	25	6	20	21	0	0	47	0	28
Environmental	Bacteria	Roseomonas cervicalis				5	22	5	12	14	0	0	31	0	27
Environmental	Bacteria	Roseovarius nubinhibens				2	24	4	32	32	0	0	68	0	26
Environmental	Bacteria	Roseovarius sp. 217				7	14	11	33	34	0	0	78	0	21
Environmental	Bacteria	Roseovarius sp. TM1035				8	16	11	18	35	0	0	64	0	24
Environmental	Bacteria	Rothia dentocariosa				0	1	1	1	0	0	0	2	0	1
Environmental	Bacteria	Rothia mucilaginosa				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Rubinisphaera brasiliensis				12	60	2	5	32	0	0	39	0	72
Environmental	Bacteria	Rubrobacter xylanophilus				6	31	1	5	6	0	0	12	0	37
Environmental	Bacteria	Ruegeria lacuscaerulensis				7	25	5	32	25	0	0	62	0	32
Environmental	Bacteria	Ruegeria pomeroyi				8	25	12	70	70	0	0	152	0	33
Environmental	Bacteria	Ruegeria sp. PR1b				1	0	0	0	2	0	0	2	0	1
Environmental	Bacteria	Ruegeria sp. R11				2	11	1	13	22	0	0	36	0	13
Environmental	Bacteria	Ruegeria sp. TM1040				3	22	15	53	59	0	0	127	0	25
Environmental	Bacteria	Ruminococcus albus				0	2	2	0	3	0	0	5	0	2
Environmental	Bacteria	Ruminococcus gnavus				0	2	0	0	2	0	0	2	0	2
Environmental	Bacteria	Ruminococcus lactaris				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Ruminococcus sp. 5_1_39BFAA				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	Ruminococcus torques				0	2	2	3	0	0	0	5	0	2
Environmental	Bacteria	Ruthia magnifica				4	2	0	10	3	0	0	13	0	6
Environmental	Bacteria	Saccharomonospora viridis				4	14	1	3	7	0	0	11	0	18
Environmental	Bacteria	Saccharophagus degradans				10	17	48	50	39	0	0	137	0	27
Environmental	Bacteria	Saccharopolyspora spinosa				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Sagittula stellata				6	17	9	21	28	0	0	58	0	23
Environmental	Bacteria	Salinibacter ruber				8	36	1	8	10	0	0	19	0	44
Environmental	Bacteria	Salinispora arenicola				2	8	0	5	7	0	0	12	0	10
Environmental	Bacteria	Salinispora tropica				0	13	0	3	1	0	0	4	0	13
Environmental	Bacteria	Salmonella enterica				6	11	82	31	30	0	0	143	0	17
Environmental	Bacteria	Sanguibacter keddieii				0	7	0	4	1	0	0	5	0	7
Environmental	Bacteria	Sebaldella termitidis				0	5	1	7	2	0	0	10	0	5
Environmental	Bacteria	Sediminispirochaeta smaragdinae				0	10	1	2	4	0	0	7	0	10
Environmental	Bacteria	Segniliparus rotundus				0	3	1	3	0	0	0	4	0	3
Environmental	Bacteria	Segniliparus rugosus				0	0	0	0	3	0	0	3	0	0
Environmental	Bacteria	Selenomonas artemidis				0	4	0	0	0	0	0	0	0	4
Environmental	Bacteria	Selenomonas flueggei				1	3	0	0	4	0	0	4	0	4
Environmental	Bacteria	Selenomonas noxia				0	4	0	1	1	0	0	2	0	4
Environmental	Bacteria	Selenomonas sp. oral taxon 137				0	3	0	0	0	0	0	0	0	3
Environmental	Bacteria	Selenomonas sp. oral taxon 149				0	3	0	0	2	0	0	2	0	3
Environmental	Bacteria	Selenomonas sputigena				1	4	0	1	0	0	0	1	0	5
Environmental	Bacteria	Serratia entomophila				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Serratia marcescens				0	0	3	0	1	0	0	4	0	0
Environmental	Bacteria	Serratia odorifera				1	5	13	17	9	0	0	39	0	6
Environmental	Bacteria	Serratia proteamaculans				3	7	23	16	19	0	0	58	0	10
Environmental	Bacteria	Serratia symbiotica				0	0	3	3	2	0	0	8	0	0
Environmental	Bacteria	Shewanella amazonensis				4	12	53	53	27	0	0	133	0	16
Environmental	Bacteria	Shewanella baltica				6	11	103	70	56	0	0	229	0	17
Environmental	Bacteria	Shewanella benthica				0	3	26	26	8	0	0	60	0	3
Environmental	Bacteria	Shewanella denitrificans				0	13	55	40	24	0	0	119	0	13
Environmental	Bacteria	Shewanella frigidimarina				3	5	74	35	31	0	0	140	0	8
Environmental	Bacteria	Shewanella halifaxensis				2	9	20	25	20	0	0	65	0	11
Environmental	Bacteria	Shewanella hanedai				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Shewanella loihica				2	7	64	48	26	0	0	138	0	9
Environmental	Bacteria	Shewanella oneidensis				0	8	56	28	22	0	0	106	0	8
Environmental	Bacteria	Shewanella pealeana				2	7	59	44	20	0	0	123	0	9
Environmental	Bacteria	Shewanella piezotolerans				0	2	30	35	20	0	0	85	0	2
Environmental	Bacteria	Shewanella putrefaciens				0	8	41	42	20	0	0	103	0	8
Environmental	Bacteria	Shewanella sediminis				5	7	50	35	29	0	0	114	0	12
Environmental	Bacteria	Shewanella sp. Ac10				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Shewanella sp. ANA-3				0	4	45	31	15	0	0	91	0	4
Environmental	Bacteria	Shewanella sp. MR-4				1	2	52	23	21	0	0	96	0	3
Environmental	Bacteria	Shewanella sp. MR-7				0	4	44	21	13	0	0	78	0	4
Environmental	Bacteria	Shewanella sp. W3-18-1				1	7	64	42	18	0	0	124	0	8
Environmental	Bacteria	Shewanella woodyi				0	11	50	34	21	0	0	105	0	11
Environmental	Bacteria	Shigella boydii				0	3	25	8	7	0	0	40	0	3
Environmental	Bacteria	Shigella dysenteriae				0	1	27	7	6	0	0	40	0	1
Environmental	Bacteria	Shigella flexneri				0	5	41	11	10	0	0	62	0	5
Environmental	Bacteria	Shigella sonnei				1	1	26	7	4	0	0	37	0	2
Environmental	Bacteria	Shuttleworthia satelles				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	Sideroxydans lithotrophicus				0	6	3	8	8	0	0	19	0	6
Environmental	Bacteria	Silicibacter sp. TrichCH4B				3	4	5	16	35	0	0	56	0	7
Environmental	Bacteria	Simonsiella muelleri				0	0	1	2	3	0	0	6	0	0
Environmental	Bacteria	Sinorhizobium fredii				7	22	4	27	17	0	0	48	0	29
Environmental	Bacteria	Sinorhizobium medicae				3	22	9	39	22	0	0	70	0	25
Environmental	Bacteria	Sinorhizobium meliloti				13	21	8	40	39	0	0	87	0	34
Environmental	Bacteria	Slackia exigua				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	Slackia heliotrinireducens				4	1	0	0	3	0	0	3	0	5
Environmental	Bacteria	Sorangium cellulosum				0	3	0	0	1	0	0	1	0	3
Environmental	Bacteria	Sphaerobacter thermophilus				10	42	0	4	4	0	0	8	0	52
Environmental	Bacteria	Sphingobacterium sp. TN19				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Sphingobacterium spiritivorum				0	15	3	14	27	0	0	44	0	15
Environmental	Bacteria	Sphingobium chlorophenolicum				2	8	5	13	20	0	0	38	0	10
Environmental	Bacteria	Sphingobium francense				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Sphingomonas sp. SKA58				1	4	9	15	19	0	0	43	0	5
Environmental	Bacteria	Sphingomonas sp. ZP1				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Sphingomonas wittichii				6	27	9	41	29	0	0	79	0	33
Environmental	Bacteria	Sphingopyxis alaskensis				0	12	10	28	28	0	0	66	0	12
Environmental	Bacteria	Spirochaeta thermophila				0	11	3	6	2	0	0	11	0	11
Environmental	Bacteria	Spirosoma linguale				10	30	2	19	56	0	0	77	0	40
Environmental	Bacteria	Stackebrandtia nassauensis				2	18	1	6	6	0	0	13	0	20
Environmental	Bacteria	Staphylococcus aureus				2	3	6	6	2	0	0	14	0	5
Environmental	Bacteria	Staphylococcus capitis				0	0	5	3	0	0	0	8	0	0
Environmental	Bacteria	Staphylococcus caprae				0	1	0	2	0	0	0	2	0	1
Environmental	Bacteria	Staphylococcus epidermidis				1	5	3	4	7	0	0	14	0	6
Environmental	Bacteria	Staphylococcus hominis				0	0	1	1	1	0	0	3	0	0
Environmental	Bacteria	Staphylococcus lugdunensis				0	1	3	1	1	0	0	5	0	1
Environmental	Bacteria	Staphylococcus pseudintermedius				0	1	0	2	4	0	0	6	0	1
Environmental	Bacteria	Staphylococcus warneri				0	0	3	1	0	0	0	4	0	0
Environmental	Bacteria	Staphylococcus xylosus				0	0	2	0	0	0	0	2	0	0
Environmental	Bacteria	Starkeya novella				7	12	6	23	16	0	0	45	0	19
Environmental	Bacteria	Stenotrophomonas maltophilia				4	8	2	13	12	0	0	27	0	12
Environmental	Bacteria	Stenotrophomonas sp. SKA14				3	6	3	5	2	0	0	10	0	9
Environmental	Bacteria	Stigmatella aurantiaca				8	47	8	9	19	0	0	36	0	55
Environmental	Bacteria	Streptobacillus moniliformis				0	2	2	2	0	0	0	4	0	2
Environmental	Bacteria	Streptococcus agalactiae				2	1	3	0	0	0	0	3	0	3
Environmental	Bacteria	Streptococcus anginosus				2	0	2	1	1	0	0	4	0	2
Environmental	Bacteria	Streptococcus australis				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Streptococcus downei				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Streptococcus dysgalactiae				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Streptococcus equi				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Streptococcus equinus				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Streptococcus gallolyticus				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	Streptococcus gordonii				0	0	2	0	0	0	0	2	0	0
Environmental	Bacteria	Streptococcus infantis				0	1	0	0	1	0	0	1	0	1
Environmental	Bacteria	Streptococcus mitis				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Streptococcus mutans				0	1	0	3	0	0	0	3	0	1
Environmental	Bacteria	Streptococcus parasanguinis				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Streptococcus peroris				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Streptococcus pneumoniae				2	0	1	5	2	0	0	8	0	2
Environmental	Bacteria	Streptococcus pyogenes				0	1	1	2	0	0	0	3	0	1
Environmental	Bacteria	Streptococcus sp. 2_1_36FAA				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Streptococcus suis				0	3	0	1	0	0	0	1	0	3
Environmental	Bacteria	Streptococcus thermophilus				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Streptomyces achromogenes				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Streptomyces albidoflavus				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Streptomyces albus				0	9	2	0	3	0	0	5	0	9
Environmental	Bacteria	Streptomyces bingchenggensis				3	13	2	3	6	0	0	11	0	16
Environmental	Bacteria	Streptomyces clavuligerus				0	6	0	3	0	0	0	3	0	6
Environmental	Bacteria	Streptomyces filamentosus				2	10	0	0	4	0	0	4	0	12
Environmental	Bacteria	Streptomyces flavovirens				0	3	0	3	0	0	0	3	0	3
Environmental	Bacteria	Streptomyces ghanaensis				4	2	0	4	0	0	0	4	0	6
Environmental	Bacteria	Streptomyces griseoflavus				0	9	2	0	3	0	0	5	0	9
Environmental	Bacteria	Streptomyces griseus				0	10	4	0	0	0	0	4	0	10
Environmental	Bacteria	Streptomyces himastatinicus				3	19	4	5	4	0	0	13	0	22
Environmental	Bacteria	Streptomyces hygroscopicus				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Streptomyces lavendulae				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Streptomyces lividans				2	12	2	3	3	0	0	8	0	14
Environmental	Bacteria	Streptomyces pristinaespiralis				1	7	2	4	6	0	0	12	0	8
Environmental	Bacteria	Streptomyces sp. AA4				2	20	1	4	3	0	0	8	0	22
Environmental	Bacteria	Streptomyces sp. C				3	5	1	1	2	0	0	4	0	8
Environmental	Bacteria	Streptomyces sp. CB2023				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Streptomyces sp. e14				2	8	2	0	2	0	0	4	0	10
Environmental	Bacteria	Streptomyces sp. Mg1				0	10	1	4	2	0	0	7	0	10
Environmental	Bacteria	Streptomyces sp. SirexAA-E				3	6	0	0	5	0	0	5	0	9
Environmental	Bacteria	Streptomyces sp. SPB74				0	5	1	1	0	0	0	2	0	5
Environmental	Bacteria	Streptomyces sp. SPB78				3	5	0	0	3	0	0	3	0	8
Environmental	Bacteria	Streptomyces sviceus				2	14	1	3	7	0	0	11	0	16
Environmental	Bacteria	Streptomyces tsusimaensis				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Streptomyces verticillus				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Streptomyces violaceusniger				2	18	1	0	2	0	0	3	0	20
Environmental	Bacteria	Streptomyces viridochromogenes				0	5	0	0	4	0	0	4	0	5
Environmental	Bacteria	Streptosporangium roseum				7	20	1	8	1	0	0	10	0	27
Environmental	Bacteria	Subdoligranulum variabile				0	3	0	0	0	0	0	0	0	3
Environmental	Bacteria	Succinatimonas hippei				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	Sulcia muelleri				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	Sulfitobacter indolifex				0	9	8	18	29	0	0	55	0	9
Environmental	Bacteria	Sulfitobacter sp. EE-36				5	6	8	27	30	0	0	65	0	11
Environmental	Bacteria	Sulfitobacter sp. NAS-14.1				4	13	9	19	31	0	0	59	0	17
Environmental	Bacteria	Sulfuricurvum kujiense				0	3	0	3	0	0	0	3	0	3
Environmental	Bacteria	Sulfurihydrogenibium azorense				0	0	1	2	2	0	0	5	0	0
Environmental	Bacteria	Sulfurihydrogenibium sp. YO3AOP1				0	3	0	6	6	0	0	12	0	3
Environmental	Bacteria	Sulfurihydrogenibium yellowstonense				0	0	0	0	3	0	0	3	0	0
Environmental	Bacteria	Sulfurimonas autotrophica				0	0	3	1	4	0	0	8	0	0
Environmental	Bacteria	Sulfurimonas denitrificans				1	2	4	3	1	0	0	8	0	3
Environmental	Bacteria	Sulfurospirillum deleyianum				0	2	4	3	2	0	0	9	0	2
Environmental	Bacteria	Sutterella wadsworthensis				0	2	0	2	4	0	0	6	0	2
Environmental	Bacteria	Synechococcus elongatus				1	11	8	30	7	0	0	45	0	12
Environmental	Bacteria	Synechococcus sp. ARC-11				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Synechococcus sp. ARC-21				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Synechococcus sp. BL107				0	2	14	61	24	0	0	99	0	2
Environmental	Bacteria	Synechococcus sp. CC9311				1	8	36	139	76	0	0	251	0	9
Environmental	Bacteria	Synechococcus sp. CC9605				1	2	41	188	87	0	0	316	0	3
Environmental	Bacteria	Synechococcus sp. CC9902				0	2	35	140	71	0	0	246	0	2
Environmental	Bacteria	Synechococcus sp. JA-2-3B'a(2-13)				3	7	0	10	12	0	0	22	0	10
Environmental	Bacteria	Synechococcus sp. JA-3-3Ab				6	1	2	8	6	0	0	16	0	7
Environmental	Bacteria	Synechococcus sp. KD3a				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Synechococcus sp. LS0504				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Synechococcus sp. PCC 7002				1	15	3	11	12	0	0	26	0	16
Environmental	Bacteria	Synechococcus sp. PCC 7335				5	22	4	14	18	0	0	36	0	27
Environmental	Bacteria	Synechococcus sp. RS9916				0	5	15	86	38	0	0	139	0	5
Environmental	Bacteria	Synechococcus sp. RS9917				0	1	18	116	49	0	0	183	0	1
Environmental	Bacteria	Synechococcus sp. WH 5701				4	4	12	53	32	0	0	97	0	8
Environmental	Bacteria	Synechococcus sp. WH 7805				1	2	18	97	60	0	0	175	0	3
Environmental	Bacteria	Synechococcus sp. WH 8109				2	3	17	66	40	0	0	123	0	5
Environmental	Bacteria	Synechocystis sp.				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	Synechocystis sp. PCC 6803				2	0	1	0	0	0	0	1	0	2
Environmental	Bacteria	Syntrophobacter fumaroxidans				6	26	1	13	11	0	0	25	0	32
Environmental	Bacteria	Syntrophomonas wolfei				0	9	0	8	6	0	0	14	0	9
Environmental	Bacteria	Syntrophothermus lipocalidus				0	9	0	0	2	0	0	2	0	9
Environmental	Bacteria	Syntrophus aciditrophicus				6	29	3	6	7	0	0	16	0	35
Environmental	Bacteria	Taylorella equigenitalis				0	1	0	0	1	0	0	1	0	1
Environmental	Bacteria	Teredinibacter turnerae				4	17	15	29	31	0	0	75	0	21
Environmental	Bacteria	Terrabacter sp. DPO360				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Terriglobus saanensis				3	20	0	2	2	0	0	4	0	23
Environmental	Bacteria	Thalassiobium sp. R2A62				3	19	4	18	20	0	0	42	0	22
Environmental	Bacteria	Thauera selenatis				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Thauera sp. MZ1T				0	17	4	8	7	0	0	19	0	17
Environmental	Bacteria	Theonella swinhoei bacterial symbiont clone pSW1H8				0	4	0	0	0	0	0	0	0	4
Environmental	Bacteria	Thermaerobacter marianensis				7	14	2	2	7	0	0	11	0	21
Environmental	Bacteria	Thermaerobacter subterraneus				3	13	0	0	0	0	0	0	0	16
Environmental	Bacteria	Thermanaerovibrio acidaminovorans				1	3	1	0	0	0	0	1	0	4
Environmental	Bacteria	Thermincola potens				1	8	2	2	0	0	0	4	0	9
Environmental	Bacteria	Thermoactinomyces sp. CDF				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Thermoactinomyces sp. E79				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Thermoanaerobacter brockii				0	4	0	7	6	0	0	13	0	4
Environmental	Bacteria	Thermoanaerobacter ethanolicus				0	2	0	2	4	0	0	6	0	2
Environmental	Bacteria	Thermoanaerobacter pseudethanolicus				0	4	0	7	5	0	0	12	0	4
Environmental	Bacteria	Thermoanaerobacter sp. X513				0	7	1	9	4	0	0	14	0	7
Environmental	Bacteria	Thermoanaerobacter sp. X514				0	7	1	9	3	0	0	13	0	7
Environmental	Bacteria	Thermoanaerobacter sp. X561				0	7	1	8	3	0	0	12	0	7
Environmental	Bacteria	Thermoanaerobacter thermocopriae				0	3	1	3	0	0	0	4	0	3
Environmental	Bacteria	Thermoanaerobacter uzonensis				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Thermoanaerobacter wiegelii				2	2	0	0	2	0	0	2	0	4
Environmental	Bacteria	Thermoanaerobacterium saccharolyticum				0	1	0	0	1	0	0	1	0	1
Environmental	Bacteria	Thermoanaerobacterium thermosaccharolyticum				1	3	2	6	6	0	0	14	0	4
Environmental	Bacteria	Thermoanaerobacterium xylanolyticum				3	3	0	0	1	0	0	1	0	6
Environmental	Bacteria	Thermobaculum terrenum				7	32	3	7	10	0	0	20	0	39
Environmental	Bacteria	Thermobifida fusca				2	11	0	2	5	0	0	7	0	13
Environmental	Bacteria	Thermobispora bispora				3	7	0	5	2	0	0	7	0	10
Environmental	Bacteria	Thermochromatium tepidum				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Thermocrinis albus				0	0	0	5	0	0	0	5	0	0
Environmental	Bacteria	Thermodesulfovibrio yellowstonii				1	6	0	6	2	0	0	8	0	7
Environmental	Bacteria	Thermomicrobium roseum				15	21	3	4	0	0	0	7	0	36
Environmental	Bacteria	Thermomonospora curvata				5	23	0	3	4	0	0	7	0	28
Environmental	Bacteria	Thermosediminibacter oceani				2	11	0	3	1	0	0	4	0	13
Environmental	Bacteria	Thermosinus carboxydivorans				0	9	2	2	0	0	0	4	0	9
Environmental	Bacteria	Thermosipho africanus				1	1	1	2	4	0	0	7	0	2
Environmental	Bacteria	Thermosipho melanesiensis				1	0	1	3	0	0	0	4	0	1
Environmental	Bacteria	Thermotoga maritima				3	8	0	4	0	0	0	4	0	11
Environmental	Bacteria	Thermotoga neapolitana				1	3	1	3	0	0	0	4	0	4
Environmental	Bacteria	Thermotoga petrophila				3	6	0	0	3	0	0	3	0	9
Environmental	Bacteria	Thermovibrio ammonificans				0	8	1	1	4	0	0	6	0	8
Environmental	Bacteria	Thermus aquaticus				1	4	0	5	2	0	0	7	0	5
Environmental	Bacteria	Thermus scotoductus				3	4	1	1	0	0	0	2	0	7
Environmental	Bacteria	Thermus thermophilus				10	11	0	1	5	0	0	6	0	21
Environmental	Bacteria	Thioalkalivibrio sp. K90mix				9	6	4	15	15	0	0	34	0	15
Environmental	Bacteria	Thioalkalivibrio sulfidiphilus				8	28	8	24	17	0	0	49	0	36
Environmental	Bacteria	Thiobacillus denitrificans				5	13	0	9	12	0	0	21	0	18
Environmental	Bacteria	Thiococcus pfennigii				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	Thiomonas intermedia				0	6	3	5	5	0	0	13	0	6
Environmental	Bacteria	Tolumonas auensis				1	12	16	10	18	0	0	44	0	13
Environmental	Bacteria	Tolypothrix sp. PCC 7601 				1	1	0	0	0	0	0	0	0	2
Environmental	Bacteria	Treponema denticola				0	3	1	0	3	0	0	4	0	3
Environmental	Bacteria	Treponema pallidum				1	5	0	0	0	0	0	0	0	6
Environmental	Bacteria	Treponema phagedenis				0	3	1	0	1	0	0	2	0	3
Environmental	Bacteria	Treponema vincentii				0	0	0	1	2	0	0	3	0	0
Environmental	Bacteria	Trichodesmium erythraeum				58	20	4	19	23	0	0	46	0	78
Environmental	Bacteria	Trichormus azollae				4	5	2	12	4	0	0	18	0	9
Environmental	Bacteria	Truepera radiovictrix				5	14	0	0	5	0	0	5	0	19
Environmental	Bacteria	Tsukamurella paurometabola				1	4	2	3	0	0	0	5	0	5
Environmental	Bacteria	Turicibacter sanguinis				0	3	0	0	1	0	0	1	0	3
Environmental	Bacteria	uncultured Acidobacteria bacterium				1	3	0	0	0	0	0	0	0	4
Environmental	Bacteria	uncultured Acidobacteria bacterium cosmid p2H8				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured Acidobacteriales bacterium HF0200_23L05				1	5	0	0	0	0	0	0	0	6
Environmental	Bacteria	uncultured Alteromonadales bacterium HF4000_16C08				0	0	2	2	1	0	0	5	0	0
Environmental	Bacteria	uncultured bacterial symbiont of Discodermia dissoluta				1	7	0	0	0	0	0	0	0	8
Environmental	Bacteria	uncultured bacterium				6	12	8	18	13	0	0	39	0	18
Environmental	Bacteria	uncultured bacterium 1116				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured bacterium 164				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured bacterium 2063G				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured bacterium 270				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured bacterium 66				1	2	0	0	0	0	0	0	0	3
Environmental	Bacteria	uncultured bacterium 70				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured bacterium 888				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	uncultured bacterium AOCefta2				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured bacterium BAC10-10				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured bacterium BAC10-4				0	1	0	0	1	0	0	1	0	1
Environmental	Bacteria	uncultured bacterium BAC13K9BAC				0	0	3	12	6	0	0	21	0	0
Environmental	Bacteria	uncultured bacterium BAC17H8				0	0	0	7	3	0	0	10	0	0
Environmental	Bacteria	uncultured bacterium Bio5				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured bacterium BLR13				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured bacterium BLR18				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured bacterium BLR9				0	0	0	0	1	0	0	1	0	0
