Method	Domain	Species	PD5	PD6	PF7	FAR_Island_C	NOR_Island_C	NOR_Island_W	PRI_Island_W	SAN_Island_W	Soil_Env	Soil_MC	Water_Env	Water_MC	Coral_Env
Environmental	Bacteria	Corynebacterium glutamicum				0	0	1	2	2	0	0	5	0	0
Environmental	Bacteria	Corynebacterium jeikeium				2	0	0	2	0	0	0	2	0	2
Environmental	Bacteria	Corynebacterium kroppenstedtii				0	0	0	0	4	0	0	4	0	0
Environmental	Bacteria	Corynebacterium kutscheri				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Corynebacterium matruchotii				0	2	0	0	1	0	0	1	0	2
Environmental	Bacteria	Corynebacterium pseudogenitalium				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Corynebacterium pseudotuberculosis				0	0	0	3	0	0	0	3	0	0
Environmental	Bacteria	Corynebacterium sp. L2-79-05				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Corynebacterium striatum				0	2	0	2	0	0	0	2	0	2
Environmental	Bacteria	Corynebacterium tuberculostearicum				0	0	1	0	1	0	0	2	0	0
Environmental	Bacteria	Coxiella burnetii				2	4	3	16	17	0	0	36	0	6
Environmental	Bacteria	Croceibacter atlanticus				4	12	14	26	37	0	0	77	0	16
Environmental	Bacteria	Crocosphaera watsonii				13	18	8	13	15	0	0	36	0	31
Environmental	Bacteria	Cronobacter sakazakii				0	3	28	3	5	0	0	36	0	3
Environmental	Bacteria	Cryptobacterium curtum				0	1	0	0	2	0	0	2	0	1
Environmental	Bacteria	Cupriavidus basilensis				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Cupriavidus metallidurans				11	14	11	18	17	0	0	46	0	25
Environmental	Bacteria	Cupriavidus pinatubonensis				6	21	0	11	21	0	0	32	0	27
Environmental	Bacteria	cyanobacterium UCYN-A				0	1	2	7	6	0	0	15	0	1
Environmental	Bacteria	Cyanobium sp. PCC 7001				3	2	10	50	24	0	0	84	0	5
Environmental	Bacteria	Cyanothece sp. ATCC 51142				3	27	11	20	15	0	0	46	0	30
Environmental	Bacteria	Cyanothece sp. CCY0110				9	15	1	13	16	0	0	30	0	24
Environmental	Bacteria	Cyanothece sp. PCC 7424				14	16	4	16	11	0	0	31	0	30
Environmental	Bacteria	Cyanothece sp. PCC 7425				13	24	1	11	16	0	0	28	0	37
Environmental	Bacteria	Cyanothece sp. PCC 7822				16	28	0	14	13	0	0	27	0	44
Environmental	Bacteria	Cyanothece sp. PCC 8801				7	14	4	19	14	0	0	37	0	21
Environmental	Bacteria	Cyanothece sp. PCC 8802				6	12	5	9	7	0	0	21	0	18
Environmental	Bacteria	Cylindrospermopsis raciborskii				3	13	0	7	4	0	0	11	0	16
Environmental	Bacteria	Cytophaga hutchinsonii				0	9	3	11	23	0	0	37	0	9
Environmental	Bacteria	Dechloromonas aromatica				4	11	6	13	11	0	0	30	0	15
Environmental	Bacteria	Dehalococcoides ethenogenes				4	7	0	0	0	0	0	0	0	11
Environmental	Bacteria	Dehalococcoides sp. BAV1				2	6	1	2	0	0	0	3	0	8
Environmental	Bacteria	Dehalococcoides sp. GT				0	4	2	2	0	0	0	4	0	4
Environmental	Bacteria	Dehalococcoides sp. VS				1	5	0	0	1	0	0	1	0	6
Environmental	Bacteria	Dehalogenimonas lykanthroporepellens				4	11	1	0	4	0	0	5	0	15
Environmental	Bacteria	Deinococcus deserti				4	13	0	5	3	0	0	8	0	17
Environmental	Bacteria	Deinococcus geothermalis				1	14	0	5	6	0	0	11	0	15
Environmental	Bacteria	Deinococcus maricopensis				1	6	0	4	2	0	0	6	0	7
Environmental	Bacteria	Deinococcus radiodurans				4	5	0	5	0	0	0	5	0	9
Environmental	Bacteria	Delftia acidovorans				3	10	8	9	5	0	0	22	0	13
Environmental	Bacteria	delta proteobacterium MLMS-1				2	19	3	3	10	0	0	16	0	21
Environmental	Bacteria	delta proteobacterium NaphS2				10	27	2	6	8	0	0	16	0	37
Environmental	Bacteria	Denitrovibrio acetiphilus				2	5	6	5	2	0	0	13	0	7
Environmental	Bacteria	Dermacoccus sp. Ellin185				0	2	0	2	2	0	0	4	0	2
Environmental	Bacteria	Desulfarculus baarsii				7	14	0	3	4	0	0	7	0	21
Environmental	Bacteria	Desulfatibacillum alkenivorans				5	16	2	11	12	0	0	25	0	21
Environmental	Bacteria	Desulfitobacterium hafniense				0	17	2	9	2	0	0	13	0	17
Environmental	Bacteria	Desulfobacterium autotrophicum				6	14	0	4	10	0	0	14	0	20
Environmental	Bacteria	Desulfobulbus propionicus				2	10	0	0	5	0	0	5	0	12
Environmental	Bacteria	Desulfococcus oleovorans				3	12	0	8	10	0	0	18	0	15
Environmental	Bacteria	Desulfohalobium retbaense				0	7	1	8	5	0	0	14	0	7
Environmental	Bacteria	Desulfomicrobium baculatum				2	12	4	8	5	0	0	17	0	14
Environmental	Bacteria	Desulfonatronospira thiodismutans				0	15	2	0	5	0	0	7	0	15
Environmental	Bacteria	Desulfotomaculum acetoxidans				2	14	1	4	6	0	0	11	0	16
Environmental	Bacteria	Desulfotomaculum nigrificans				0	9	0	2	1	0	0	3	0	9
Environmental	Bacteria	Desulfotomaculum reducens				6	6	0	4	4	0	0	8	0	12
Environmental	Bacteria	Desulfovibrio alaskensis				3	15	1	10	9	0	0	20	0	18
Environmental	Bacteria	Desulfovibrio desulfuricans				0	7	3	7	6	0	0	16	0	7
Environmental	Bacteria	Desulfovibrio fructosivorans				2	5	2	0	0	0	0	2	0	7
Environmental	Bacteria	Desulfovibrio piger				3	0	1	0	0	0	0	1	0	3
Environmental	Bacteria	Desulfovibrio salexigens				2	5	4	8	6	0	0	18	0	7
Environmental	Bacteria	Desulfovibrio sp. 3_1_syn3				0	3	0	2	0	0	0	2	0	3
Environmental	Bacteria	Desulfovibrio sp. FW1012B				4	8	0	0	2	0	0	2	0	12
Environmental	Bacteria	Desulfovibrio vulgaris				6	16	2	3	12	0	0	17	0	22
Environmental	Bacteria	Desulfurispirillum indicum				2	7	1	4	6	0	0	11	0	9
Environmental	Bacteria	Desulfurivibrio alkaliphilus				0	16	4	6	9	0	0	19	0	16
Environmental	Bacteria	Desulfuromonas acetoxidans				0	15	8	4	7	0	0	19	0	15
Environmental	Bacteria	Dethiobacter alkaliphilus				1	11	2	0	1	0	0	3	0	12
Environmental	Bacteria	Dethiosulfovibrio peptidovorans				0	4	0	1	1	0	0	2	0	4
Environmental	Bacteria	Dialister invisus				2	0	0	1	0	0	0	1	0	2
Environmental	Bacteria	Diaphorobacter nitroreducens				0	0	0	1	5	0	0	6	0	0
Environmental	Bacteria	Dichelobacter nodosus				0	1	1	6	4	0	0	11	0	1
Environmental	Bacteria	Dickeya dadantii				1	10	25	6	17	0	0	48	0	11
Environmental	Bacteria	Dickeya zeae				2	2	6	6	7	0	0	19	0	4
Environmental	Bacteria	Dictyoglomus thermophilum				1	3	0	3	1	0	0	4	0	4
Environmental	Bacteria	Dictyoglomus turgidum				2	3	0	3	0	0	0	3	0	5
Environmental	Bacteria	Dietzia cinnamea				0	7	0	1	2	0	0	3	0	7
Environmental	Bacteria	Dinghuibacter silviterrae	0	0	243						243	0	0	0	0
Environmental	Bacteria	Dinoroseobacter shibae				3	21	17	46	44	0	0	107	0	24
Environmental	Bacteria	Dokdonia donghaensis				3	7	10	22	37	0	0	69	0	10
Environmental	Bacteria	Dorea formicigenerans				3	2	0	2	0	0	0	2	0	5
Environmental	Bacteria	Dorea longicatena				0	0	1	0	2	0	0	3	0	0
Environmental	Bacteria	Dyadobacter fermentans				9	40	9	10	23	0	0	42	0	49
Environmental	Bacteria	Edwardsiella ictaluri				0	0	7	8	8	0	0	23	0	0
Environmental	Bacteria	Edwardsiella tarda				0	5	14	15	7	0	0	36	0	5
Environmental	Bacteria	Eggerthella lenta				0	5	0	1	3	0	0	4	0	5
Environmental	Bacteria	Eggerthella sp. 1_3_56FAA				0	3	0	1	1	0	0	2	0	3
Environmental	Bacteria	Ehrlichia canis				0	0	2	6	7	0	0	15	0	0
Environmental	Bacteria	Ehrlichia chaffeensis				1	0	1	10	4	0	0	15	0	1
Environmental	Bacteria	Ehrlichia ruminantium				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Eikenella corrodens				0	2	1	2	3	0	0	6	0	2
Environmental	Bacteria	Elusimicrobium minutum				0	3	0	1	3	0	0	4	0	3
Environmental	Bacteria	endophytic bacterium LOB-07				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	endosymbiont of Oligobrachia haakonmosbiensis				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	endosymbiont of Ridgeia piscesae				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Enhydrobacter aerosaccus				3	2	14	1	5	0	0	20	0	5
Environmental	Bacteria	Enterobacter cancerogenus				0	0	41	4	3	0	0	48	0	0
Environmental	Bacteria	Enterobacter cloacae				1	3	72	4	10	0	0	86	0	4
Environmental	Bacteria	Enterobacter sp. 638				2	3	42	8	8	0	0	58	0	5
Environmental	Bacteria	Enterobacteriaceae bacterium 521				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Enterobacteriaceae bacterium 9_2_54FAA				0	1	11	9	3	0	0	23	0	1
Environmental	Bacteria	Enterobacteriaceae bacterium Am-4				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Enterococcus casseliflavus				0	0	2	1	2	0	0	5	0	0
Environmental	Bacteria	Enterococcus durans				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Enterococcus faecalis				1	2	5	0	0	0	0	5	0	3
Environmental	Bacteria	Enterococcus faecium				0	4	6	4	0	0	0	10	0	4
Environmental	Bacteria	Enterococcus gallinarum				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	Enterococcus italicus				0	2	1	0	0	0	0	1	0	2
Environmental	Bacteria	Eremococcus coleocola				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Erwinia psidii				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Erwinia sp. Ejp617				0	2	5	2	3	0	0	10	0	2
Environmental	Bacteria	Erysipelothrix rhusiopathiae				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Erysipelotrichaceae bacterium 3_1_53				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Erysipelotrichaceae bacterium 5_2_54FAA				0	2	0	1	0	0	0	1	0	2
Environmental	Bacteria	Erythrobacter citreus				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Erythrobacter litoralis				1	18	8	34	35	0	0	77	0	19
Environmental	Bacteria	Erythrobacter sp. NAP1				2	7	8	20	26	0	0	54	0	9
Environmental	Bacteria	Erythrobacter sp. SD-21				2	12	3	14	39	0	0	56	0	14
Environmental	Bacteria	Escherichia albertii				1	0	10	2	2	0	0	14	0	1
Environmental	Bacteria	Escherichia coli				4	20	121	42	37	0	0	200	0	24
Environmental	Bacteria	Escherichia sp. 1_1_43				0	0	10	3	2	0	0	15	0	0
Environmental	Bacteria	Escherichia sp. 3_2_53FAA				0	1	16	10	7	0	0	33	0	1
Environmental	Bacteria	Ethanoligenens harbinense				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	Eubacterium cellulosolvens				0	0	0	3	0	0	0	3	0	0
Environmental	Bacteria	Eubacterium eligens				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Eubacterium limosum				3	4	2	2	0	0	0	4	0	7
Environmental	Bacteria	Eubacterium saphenum				0	0	0	2	1	0	0	3	0	0
Environmental	Bacteria	Eubacterium siraeum				0	0	2	0	2	0	0	4	0	0
Environmental	Bacteria	Eubacterium ventriosum				2	0	0	0	6	0	0	6	0	2
Environmental	Bacteria	Eubacterium yurii				1	0	2	0	0	0	0	2	0	1
Environmental	Bacteria	Exiguobacterium sibiricum				0	3	1	1	4	0	0	6	0	3
Environmental	Bacteria	Exiguobacterium sp. AT1b				0	1	1	1	3	0	0	5	0	1
Environmental	Bacteria	Faecalibacterium prausnitzii				0	3	0	1	2	0	0	3	0	3
Environmental	Bacteria	Ferrimonas balearica				0	14	44	31	21	0	0	96	0	14
Environmental	Bacteria	Fervidobacterium nodosum				1	2	0	1	0	0	0	1	0	3
Environmental	Bacteria	Fibrobacter succinogenes				0	2	0	1	4	0	0	5	0	2
Environmental	Bacteria	Filifactor alocis				0	0	0	4	1	0	0	5	0	0
Environmental	Bacteria	Finegoldia magna				0	1	1	2	2	0	0	5	0	1
Environmental	Bacteria	Flammeovirga yaeyamensis				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Flavobacteria bacterium BAL38				2	6	6	17	24	0	0	47	0	8
Environmental	Bacteria	Flavobacteria bacterium BBFL7				1	12	9	11	45	0	0	65	0	13
Environmental	Bacteria	Flavobacteria bacterium MS024-2A				2	13	14	42	29	0	0	85	0	15
Environmental	Bacteria	Flavobacteria bacterium MS024-3C				6	9	3	12	19	0	0	34	0	15
Environmental	Bacteria	Flavobacteriaceae bacterium 3519-10				2	4	8	8	17	0	0	33	0	6
Environmental	Bacteria	Flavobacteriales bacterium ALC-1				5	20	10	19	40	0	0	69	0	25
Environmental	Bacteria	Flavobacterium columnare				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Flavobacterium johnsoniae				4	18	19	24	46	0	0	89	0	22
Environmental	Bacteria	Francisella cantonensis				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Francisella philomiragia				0	1	2	8	10	0	0	20	0	1
Environmental	Bacteria	Francisella tularensis				1	8	6	27	17	0	0	50	0	9
Environmental	Bacteria	Frankia sp. CcI3				2	7	0	6	3	0	0	9	0	9
Environmental	Bacteria	Frankia sp. EAN1pec				9	27	1	7	8	0	0	16	0	36
Environmental	Bacteria	Frankia sp. EuI1c				3	41	0	5	9	0	0	14	0	44
Environmental	Bacteria	Frankia sp. EUN1f				7	23	2	2	3	0	0	7	0	30
Environmental	Bacteria	Frankia symbiont of Datisca glomerata				4	15	0	3	2	0	0	5	0	19
Environmental	Bacteria	Fulvimarina pelagi				3	8	8	24	14	0	0	46	0	11
Environmental	Bacteria	Fusobacterium mortiferum				0	0	3	4	3	0	0	10	0	0
Environmental	Bacteria	Fusobacterium nucleatum				1	9	3	4	3	0	0	10	0	10
Environmental	Bacteria	Fusobacterium sp. 1_1_41FAA				0	0	1	4	0	0	0	5	0	0
Environmental	Bacteria	Fusobacterium sp. 2_1_31				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Fusobacterium sp. 3_1_36A2				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Fusobacterium sp. 4_1_13				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Fusobacterium sp. 7_1				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Fusobacterium sp. D11				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Fusobacterium sp. D12				0	2	0	0	2	0	0	2	0	2
Environmental	Bacteria	Fusobacterium ulcerans				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	Fusobacterium varium				1	2	2	2	2	0	0	6	0	3
Environmental	Bacteria	Gallibacterium anatis				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Gallionella capsiferriformans				3	2	0	9	6	0	0	15	0	5
Environmental	Bacteria	gamma proteobacterium HTCC2207				0	14	12	41	23	0	0	76	0	14
Environmental	Bacteria	gamma proteobacterium HTCC5015				1	8	11	19	16	0	0	46	0	9
Environmental	Bacteria	gamma proteobacterium NOR51-B				5	17	8	32	25	0	0	65	0	22
Environmental	Bacteria	gamma proteobacterium NOR5-3				4	21	12	23	27	0	0	62	0	25
Environmental	Bacteria	Gardnerella vaginalis				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Gemella haemolysans				1	1	2	0	0	0	0	2	0	2
Environmental	Bacteria	Gemella morbillorum				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Gemmata sp. Wa1-1				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Geobacillus sp. C56-T3				4	11	1	1	2	0	0	4	0	15
Environmental	Bacteria	Geobacillus sp. G11MC16				0	6	1	2	7	0	0	10	0	6
Environmental	Bacteria	Geobacillus sp. POT5				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Geobacillus sp. WCH70				2	8	1	2	2	0	0	5	0	10
Environmental	Bacteria	Geobacillus sp. Y4.1MC1				2	5	2	7	3	0	0	12	0	7
Environmental	Bacteria	Geobacillus sp. Y412MC52				3	7	3	4	3	0	0	10	0	10
Environmental	Bacteria	Geobacillus sp. Y412MC61				3	7	3	4	3	0	0	10	0	10
Environmental	Bacteria	Geobacillus stearothermophilus				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Geobacillus thermodenitrificans				2	10	0	4	11	0	0	15	0	12
Environmental	Bacteria	Geobacillus thermoglucosidasius				2	5	1	5	1	0	0	7	0	7
Environmental	Bacteria	Geobacillus thermoleovorans				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Geobacter bemidjiensis				5	12	2	6	5	0	0	13	0	17
Environmental	Bacteria	Geobacter lovleyi				6	8	6	1	2	0	0	9	0	14
Environmental	Bacteria	Geobacter metallireducens				2	23	2	6	6	0	0	14	0	25
Environmental	Bacteria	Geobacter sp. FRC-32				0	12	3	7	7	0	0	17	0	12
Environmental	Bacteria	Geobacter sp. M18				7	8	3	4	8	0	0	15	0	15
Environmental	Bacteria	Geobacter sp. M21				4	6	1	1	6	0	0	8	0	10
Environmental	Bacteria	Geobacter sulfurreducens				12	20	3	10	15	0	0	28	0	32
Environmental	Bacteria	Geobacter uraniireducens				8	27	6	9	10	0	0	25	0	35
Environmental	Bacteria	Geodermatophilus obscurus				2	22	1	6	9	0	0	16	0	24
Environmental	Bacteria	Gimesia maris				17	98	4	14	38	0	0	56	0	115
Environmental	Bacteria	Gloeobacter violaceus				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Gluconacetobacter diazotrophicus				3	10	5	16	8	0	0	29	0	13
Environmental	Bacteria	Gluconobacter oxydans				2	7	1	17	14	0	0	32	0	9
Environmental	Bacteria	Goldenrain phytoplasma				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Gordonia bronchialis				2	2	0	2	3	0	0	5	0	4
Environmental	Bacteria	Gordonia rubripertincta				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Granulibacter bethesdensis				3	16	0	22	19	0	0	41	0	19
Environmental	Bacteria	Granulicatella adiacens				1	0	2	0	0	0	0	2	0	1
Environmental	Bacteria	Granulicatella elegans				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Granulicella mallensis				3	23	1	7	4	0	0	12	0	26
Environmental	Bacteria	Grimontia hollisae				0	6	42	32	10	0	0	84	0	6
Environmental	Bacteria	Haemophilus ducreyi				0	1	4	6	2	0	0	12	0	1
Environmental	Bacteria	Haemophilus haemolyticus				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Haemophilus influenzae				8	10	16	15	28	0	0	59	0	18
Environmental	Bacteria	Haemophilus parasuis				0	4	8	9	4	0	0	21	0	4
Environmental	Bacteria	Hahella chejuensis				10	26	34	41	56	0	0	131	0	36
Environmental	Bacteria	Halanaerobium hydrogeniformans				0	5	0	0	4	0	0	4	0	5
Environmental	Bacteria	Halanaerobium praevalens				0	3	0	0	0	0	0	0	0	3
Environmental	Bacteria	Haliangium ochraceum				13	62	6	8	28	0	0	42	0	75
Environmental	Bacteria	Halobacillus halophilus				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Halomonas sp. HAL1				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Halorhodospira halophila				9	20	4	9	15	0	0	28	0	29
Environmental	Bacteria	Halothermothrix orenii				5	20	3	3	3	0	0	9	0	25
Environmental	Bacteria	Halothiobacillus neapolitanus				3	9	3	9	7	0	0	19	0	12
Environmental	Bacteria	Helicobacter bilis				0	2	0	0	1	0	0	1	0	2
Environmental	Bacteria	Helicobacter canadensis				0	0	2	0	1	0	0	3	0	0
Environmental	Bacteria	Helicobacter cinaedi				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Helicobacter hepaticus				0	0	2	0	0	0	0	2	0	0
Environmental	Bacteria	Helicobacter pullorum				0	0	0	3	0	0	0	3	0	0
Environmental	Bacteria	Helicobacter pylori				2	3	1	6	2	0	0	9	0	5
Environmental	Bacteria	Helicobacter winghamensis				0	0	0	2	1	0	0	3	0	0
Environmental	Bacteria	Heliobacterium modesticaldum				0	14	1	3	5	0	0	9	0	14
Environmental	Bacteria	Herbaspirillum seropedicae				1	2	5	7	9	0	0	21	0	3
Environmental	Bacteria	Herpetosiphon aurantiacus				12	35	2	6	15	0	0	23	0	47
Environmental	Bacteria	Hirschia baltica				3	10	5	23	55	0	0	83	0	13
Environmental	Bacteria	Histophilus somni				7	7	6	8	5	0	0	19	0	14
Environmental	Bacteria	Hoeflea phototrophica				8	24	5	30	35	0	0	70	0	32
Environmental	Bacteria	Holdemanella biformis				0	0	1	0	1	0	0	2	0	0
Environmental	Bacteria	Holdemania filiformis				0	2	0	1	1	0	0	2	0	2
Environmental	Bacteria	Hungatella hathewayi				0	6	0	0	0	0	0	0	0	6
Environmental	Bacteria	Hydrogenivirga sp. 128-5-R1-1				0	7	0	3	3	0	0	6	0	7
Environmental	Bacteria	Hydrogenobacter thermophilus				1	4	0	3	3	0	0	6	0	5
Environmental	Bacteria	Hydrogenobaculum sp. Y04AAS1				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	Hydrogenovibrio crunogenus				2	6	12	13	16	0	0	41	0	8
Environmental	Bacteria	Hyphomicrobium denitrificans				2	16	7	18	28	0	0	53	0	18
Environmental	Bacteria	Hyphomonas neptunium				0	16	14	30	88	0	0	132	0	16
Environmental	Bacteria	Idiomarina baltica				2	5	91	45	52	0	0	188	0	7
Environmental	Bacteria	Idiomarina loihiensis				1	11	71	67	56	0	0	194	0	12
Environmental	Bacteria	Ilyobacter polytropus				1	9	3	2	0	0	0	5	0	10
Environmental	Bacteria	Intestinibacter bartlettii				0	0	0	1	4	0	0	5	0	0
Environmental	Bacteria	Intrasporangium calvum				2	3	2	4	0	0	0	6	0	5
Environmental	Bacteria	Isosphaera pallida				11	45	3	3	13	0	0	19	0	56
Environmental	Bacteria	Janibacter sp. HTCC2649				0	8	0	0	7	0	0	7	0	8
Environmental	Bacteria	Jannaschia sp. CCS1				4	26	14	33	39	0	0	86	0	30
Environmental	Bacteria	Janthinobacterium sp. Marseille				4	6	4	12	14	0	0	30	0	10
Environmental	Bacteria	Jonesia denitrificans				0	2	0	2	1	0	0	3	0	2
Environmental	Bacteria	Jonquetella anthropi				1	0	0	0	1	0	0	1	0	1
Environmental	Bacteria	Kangiella koreensis				8	9	19	25	20	0	0	64	0	17
Environmental	Bacteria	Ketogulonicigenium vulgare				5	10	5	17	11	0	0	33	0	15
Environmental	Bacteria	Kineococcus radiotolerans				4	14	2	4	6	0	0	12	0	18
Environmental	Bacteria	Kingella oralis				1	1	1	5	1	0	0	7	0	2
Environmental	Bacteria	Klebsiella pneumoniae				2	5	47	16	16	0	0	79	0	7
Environmental	Bacteria	Klebsiella sp. 1_1_55				0	1	9	8	5	0	0	22	0	1
Environmental	Bacteria	Klebsiella sp. KCL-2				0	0	3	0	0	0	0	3	0	0
Environmental	Bacteria	Klebsiella variicola				1	0	11	7	3	0	0	21	0	1
Environmental	Bacteria	Kluyvera ascorbata				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Komagataeibacter hansenii				0	13	2	10	3	0	0	15	0	13
Environmental	Bacteria	Kordia algicida				2	12	6	18	45	0	0	69	0	14
Environmental	Bacteria	Kosmotoga olearia				1	2	0	3	1	0	0	4	0	3
Environmental	Bacteria	Kribbella flavida				2	20	0	6	6	0	0	12	0	22
Environmental	Bacteria	Ktedonobacter racemifer				14	52	0	5	13	0	0	18	0	66
Environmental	Bacteria	Kyrpidia tusciae				6	16	1	6	7	0	0	14	0	22
Environmental	Bacteria	Kytococcus sedentarius				0	7	1	4	2	0	0	7	0	7
Environmental	Bacteria	Labrenzia aggregata				0	25	6	34	25	0	0	65	0	25
Environmental	Bacteria	Labrenzia alexandrii				8	17	4	31	43	0	0	78	0	25
Environmental	Bacteria	Lachnospiraceae bacterium 5_1_63FAA				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	Lachnospiraceae bacterium 8_1_57FAA				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Lactobacillus acidophilus				0	2	0	1	0	0	0	1	0	2
Environmental	Bacteria	Lactobacillus antri				0	2	2	1	0	0	0	3	0	2
Environmental	Bacteria	Lactobacillus brevis				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	Lactobacillus buchneri				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Lactobacillus casei				0	2	1	4	0	0	0	5	0	2
Environmental	Bacteria	Lactobacillus delbrueckii				1	2	0	2	0	0	0	2	0	3
Environmental	Bacteria	Lactobacillus fermentum				1	2	0	0	0	0	0	0	0	3
Environmental	Bacteria	Lactobacillus gasseri				0	1	0	1	0	0	0	1	0	1
Environmental	Bacteria	Lactobacillus helveticus				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	Lactobacillus hilgardii				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Lactobacillus iners				0	0	1	0	1	0	0	2	0	0
Environmental	Bacteria	Lactobacillus jensenii				0	3	1	0	0	0	0	1	0	3
Environmental	Bacteria	Lactobacillus johnsonii				0	2	0	0	2	0	0	2	0	2
Environmental	Bacteria	Lactobacillus paracasei				0	0	1	2	0	0	0	3	0	0
Environmental	Bacteria	Lactobacillus plantarum				2	0	4	3	3	0	0	10	0	2
Environmental	Bacteria	Lactobacillus reuteri				1	1	2	0	0	0	0	2	0	2
Environmental	Bacteria	Lactobacillus rhamnosus				0	2	1	2	0	0	0	3	0	2
Environmental	Bacteria	Lactobacillus salivarius				1	0	5	3	0	0	0	8	0	1
Environmental	Bacteria	Lactobacillus ultunensis				0	1	0	0	1	0	0	1	0	1
Environmental	Bacteria	Lactobacillus vaginalis				0	0	2	0	0	0	0	2	0	0
Environmental	Bacteria	Lactococcus lactis				0	1	1	3	6	0	0	10	0	1
Environmental	Bacteria	Laribacter hongkongensis				1	11	4	5	10	0	0	19	0	12
Environmental	Bacteria	Lautropia mirabilis				0	1	3	2	3	0	0	8	0	1
Environmental	Bacteria	Leadbetterella byssophila				0	10	1	5	15	0	0	21	0	10
Environmental	Bacteria	Leeuwenhoekiella blandensis				3	12	17	15	60	0	0	92	0	15
Environmental	Bacteria	Legionella drancourtii				0	3	2	6	5	0	0	13	0	3
Environmental	Bacteria	Legionella longbeachae				2	12	0	2	5	0	0	7	0	14
Environmental	Bacteria	Legionella pneumophila				7	12	5	24	21	0	0	50	0	19
Environmental	Bacteria	Leifsonia xyli				0	3	1	1	2	0	0	4	0	3
Environmental	Bacteria	Lentisphaera araneosa				7	36	0	14	24	0	0	38	0	43
Environmental	Bacteria	Leptospira biflexa				0	8	2	3	7	0	0	12	0	8
Environmental	Bacteria	Leptospira borgpetersenii				0	1	0	1	0	0	0	1	0	1
Environmental	Bacteria	Leptospira interrogans				5	5	0	13	7	0	0	20	0	10
Environmental	Bacteria	Leptospirillum ferrodiazotrophum				4	14	0	1	5	0	0	6	0	18
Environmental	Bacteria	Leptospirillum rubarum				3	10	0	2	2	0	0	4	0	13
Environmental	Bacteria	Leptospirillum sp. Group II '5-way CG'				4	9	0	0	1	0	0	1	0	13
Environmental	Bacteria	Leptothrix cholodnii				4	11	0	9	9	0	0	18	0	15
Environmental	Bacteria	Leptotrichia buccalis				0	0	0	5	3	0	0	8	0	0
Environmental	Bacteria	Leptotrichia goodfellowii				0	2	0	3	0	0	0	3	0	2
